,id,name,other_information,permalink,rectype
1,209166,BROWN TUDOR,No 13F filings,brown-tudor,filer
1,2112,ORBIS HOLDINGS LTD,Last 13F Filed on 2015-09-30,orbis-holdings-ltd,filer
1,212223,WINKLEVOSS BITCOIN TRUST,No 13F filings,winklevoss-bitcoin-trust,filer
1,212652,"SERENITAS CREDIT GAMMA OFFSHORE FUND, LTD.",No 13F filings,serenitas-credit-gamma-offshore-fund-ltd,filer
1,212952,EASTON SOUTHPAW INC,No 13F filings,easton-southpaw-inc,filer
1,216745,WESTERN MARK S,No 13F filings,western-mark-s,filer
1,218651,MARATHON FUND L P V,No 13F filings,marathon-fund-l-p-v,filer
1,223200,"CUMULUS ENERGY FUND, LP",No 13F filings,cumulus-energy-fund-lp,filer
1,223270,"BENEFITFOCUS,INC.",No 13F filings,benefitfocusinc,filer
1,232208,"MUDRICK DISTRESSED OPPORTUNITY FUND, L.P.",No 13F filings,mudrick-distressed-opportunity-fund-lp,filer
1,234865,"TRIANGULATE, INC.",No 13F filings,triangulate-inc,filer
1,244425,CAPULA TAIL RISK FUND LTD,No 13F filings,capula-tail-risk-fund-ltd,filer
1,246415,"COUNTERPOINT HEALTH SOLUTIONS, INC.",No 13F filings,counterpoint-health-solutions-inc,filer
1,246588,Starwood Waypoint Residential Trust,No 13F filings,starwood-waypoint-residential-trust,filer
1,253047,PLANKA JANA,No 13F filings,planka-jana,filer
1,253259,QUANTZ QUASAR EQUITY LONG SHORT FUND LP,No 13F filings,quantz-quasar-equity-long-short-fund-lp,filer
1,2538,SANDELL ASSET MANAGEMENT CORP,Last 13F Filed on 2015-09-30,sandell-asset-management-corp,filer
1,255342,JCR CAPITAL INVESTMENT CORP,No 13F filings,jcr-capital-investment-corp,filer
1,255651,"TALISMAN GROUP INVESTMENTS, L.L.C.",No 13F filings,talisman-group-investments-llc,filer
1,256229,"V2 CAPITAL, LLC",Last 13F Filed on 2015-03-31,v2-capital-llc,filer
1,258467,NEWFLEET INSTITUTIONAL LOAN TRUST,No 13F filings,newfleet-institutional-loan-trust,filer
1,259280,LIZARD GLOBAL FUND LP,No 13F filings,lizard-global-fund-lp,filer
1,260352,"VARADERO INTERNATIONAL, LTD.",No 13F filings,varadero-international-ltd,filer
1,260712,LINDENBAUM MATTHEW A,No 13F filings,lindenbaum-matthew-a,filer
1,263436,WYETREE EUROPEAN RECOVERY FUND LP,No 13F filings,wyetree-european-recovery-fund-lp,filer
1,266152,MUIRFIELD CAPITAL MANAGEMENT LLC,No 13F filings,muirfield-capital-management-llc,filer
1,266232,DARSANA FUND LP,No 13F filings,darsana-fund-lp,filer
1,269733,VARDELL THOMAS,No 13F filings,vardell-thomas,filer
1,27170,CQS CAYMAN LP,Last 13F Filed on 2015-09-30,cqs-cayman-lp,filer
1,27220,YORK JILL E,No 13F filings,york-jill-e,filer
1,272322,HALCYON MANAGEMENT PARTNERS LP,Last 13F Filed on 2015-09-30,halcyon-management-partners-lp,filer
1,27725,LUFKIN RICHARD C,No 13F filings,lufkin-richard-c,filer
1,27,ACADIAN ASSET MANAGEMENT LLC,Last 13F Filed on 2015-09-30,acadian-asset-management-llc,filer
1,285106,PINYON OFFSHORE LTD.,No 13F filings,pinyon-offshore-ltd,filer
1,2892,THIRD AVENUE MANAGEMENT LLC,Last 13F Filed on 2015-09-30,third-avenue-management-llc,filer
1,292325,ELLINGTON SCOTT,No 13F filings,ellington-scott,filer
1,292593,PENSATO EUROPA FUND LP,No 13F filings,pensato-europa-fund-lp,filer
1,293678,ALCENTRA LTD,No 13F filings,alcentra-ltd,filer
1,294997,TILDEN GARY B,No 13F filings,tilden-gary-b,filer
1,295198,"AXONIC HIGH CONVICTION SERIES A, A SEGREGATED SERIES OF AXONIC IDF LLC",No 13F filings,axonic-high-conviction-series-a-a-segregated-series-of-axonic-idf-llc,filer
1,295970,QUADRATIC FUND LTD,No 13F filings,quadratic-fund-ltd,filer
1,300159,"FORMULAFOLIO INVESTMENTS, LLC",Last 13F Filed on 2015-09-30,formulafolio-investments-llc,filer
1,304034,HEDGEPREMIER/BALYASNY FUND LP,No 13F filings,hedgepremierbalyasny-fund-lp,filer
1,3077,"VISIUM BALANCED FUND, LP",Last 13F Filed on 2007-09-30,visium-balanced-fund-lp,filer
1,3213,WOLVERINE ASSET MANAGEMENT LLC,Last 13F Filed on 2015-09-30,wolverine-asset-management-llc,filer
1,3254,ZWEIG DIMENNA PARTNERS L P,Last 13F Filed on 2011-12-31,zweig-dimenna-partners-l-p,filer
1,32583,Aspen Insurance Holdings Ltd 5 625% Perpetual Preferred Income Equity Replacement Securities,AHL-P ,ahl-p,stock
1,33282,Invesco Asia Pacific Growth A,ASIAX ,asiax,stock
1,34923,CHILTON ROBERT S,No 13F filings,chilton-robert-s,filer
1,35833,EISENBERG MARSHALL E,No 13F filings,eisenberg-marshall-e,filer
1,373,BLACKROCK INC.,Last 13F Filed on 2015-09-30,blackrock-inc,filer
1,3819,Cavco Industries Inc ,CVCO ,cvco,stock
1,38343,KAPUR JATINDAR,No 13F filings,kapur-jatindar,filer
1,39144,REDPOINT OMEGA L P,No 13F filings,redpoint-omega-l-p,filer
1,39790,"NINETEEN EIGHTY-NINE, LLC",No 13F filings,nineteen-eighty-nine-llc,filer
1,40026,PENTWATER GROWTH FUND LTD.,No 13F filings,pentwater-growth-fund-ltd,filer
1,4017,CBRE Group Inc Class A,CBG ,cbg,stock
1,40583,"3 SPRINGS, LLC",No 13F filings,3-springs-llc,filer
1,4135,Nomura Holdings Inc ADS,NMR ,nmr,stock
1,4172,Royal Dutch Shell plc Class A ADR,RDS.A ,rds-a,stock
1,41740,MOAB PARTNERS LP,No 13F filings,moab-partners-lp,filer
1,44699,CAIRNS STEPHEN J,No 13F filings,cairns-stephen-j,filer
1,48355,EVONIUK PERRY,No 13F filings,evoniuk-perry,filer
1,48705,QUINNELL BRUCE A,No 13F filings,quinnell-bruce-a,filer
1,5020,NEUBERGER ISSAC,No 13F filings,neuberger-issac,filer
1,50448,Klondike Silver Ltd ,KLSVF ,klsvf,stock
1,51178,TigerLogic CORP,No 13F filings,tigerlogic-corp,filer
1,51259,SEERY DAVID M,No 13F filings,seery-david-m,filer
1,53044,Hutchings W Preston,No 13F filings,hutchings-w-preston,filer
1,54393,BASKETT FOREST,No 13F filings,baskett-forest,filer
1,5467,MasTec Inc ,MTZ ,mtz,stock
1,5612,"GREATBATCH, INC.",No 13F filings,greatbatch-inc,filer
1,56305,DENAHAN WELLINGTON,No 13F filings,denahan-wellington,filer
1,5689,VIRTUSA CORP,No 13F filings,virtusa-corp,filer
1,57174,BERGEN CHRISTOPHER B,No 13F filings,bergen-christopher-b,filer
1,57387,Rackspace Hosting Inc,RAX ,rax,stock
1,57542,ROARING BROOK CAPITAL L P,Last 13F Filed on 2010-12-31,roaring-brook-capital-l-p,filer
1,60639,GOLDMAN NEAL I,No 13F filings,goldman-neal-i,filer
1,65779,GLAZER ALAN,No 13F filings,glazer-alan,filer
1,6758,Harbor International Instl,HAINX ,hainx,stock
1,7195,Globalstar Inc,GSAT ,gsat,stock
1,72118,Boston Brad,No 13F filings,boston-brad,filer
1,72743,GOLUB LAWRENCE E,No 13F filings,golub-lawrence-e,filer
1,72921,GUGGENHEIM PAUL A,No 13F filings,guggenheim-paul-a,filer
1,73907,CARLSON W. ERIK,No 13F filings,carlson-w-erik,filer
1,76294,SPDR Barclay Capital Long Term Credit Bond ETF,LWC ,lwc,stock
1,77781,CELLON RICHARD E,No 13F filings,cellon-richard-e,filer
1,81358,HARRIS PARKER,No 13F filings,harris-parker,filer
1,8152,PCM Security Trust,PCM ,pcm,stock
1,83919,"PHOENIX S&T, INC",No 13F filings,phoenix-s-amp-t-inc,filer
1,84251,Tigrent Inc,TIGE ,tige,stock
1,84858,WESTPORT FUNDS,No 13F filings,westport-funds,filer
1,85915,SANBORN JEFFREY,No 13F filings,sanborn-jeffrey,filer
1,88471,RAMIUS ADVISORS LLC,No 13F filings,ramius-advisors-llc,filer
1,8877,SLS International Inc ,SLSZ.PK ,slsz,stock
1,88816,Voya Infrastructure,IDE ,ide,stock
1,88878,Proshares Ultrap,SQQQ ,sqqq,stock
1,90509,FORTRESS FINANCIAL,FFGO ,ffgo,stock
1,9076,CIFC CORP.,No 13F filings,deerfield-capital-corp,filer
1,93099,Northern Richard,No 13F filings,northern-richard,filer
1,93521,"ANCHORAGE ADVISORS MANAGEMENT, LLC",No 13F filings,anchorage-advisors-management-llc,filer
1,93602,"DIALECTIC CAPITAL PARTNERS, LP",No 13F filings,dialectic-capital-partners-lp,filer
1,94049,PALOMA SECURITIES L L C,Last 13F Filed on 2001-09-30,paloma-securities-l-l-c,filer
1,94231,WEISS GEORGE A,Last 13F Filed on 2011-12-31,weiss-george-a,filer
1,94530,ORBIMED CAPITAL LLC,Last 13F Filed on 2002-12-31,orbimed-capital-llc,filer
1,94752,PASSPORT I LP,No 13F filings,passport-i-lp,filer
1,96105,"TYRIAN GLOBAL OPPORTUNITIES FUND, LP",No 13F filings,tyrian-global-opportunities-fund-lp,filer
1,99319,"STONERISE CAPITAL PARTNERS, L.P.",No 13F filings,stonerise-capital-partners-l-p,filer
2,100262,KARSEN PERRY A,No 13F filings,karsen-perry-a,filer
2,100434,EuroTrust A/S ,EUROY ,euroy-delisted,stock
2,100991,Pepsi-Gemex S A de C V ,GEM ,gem-delisted,stock
2,101212,ACADIAN JAPANESE EQUITY FUND,No 13F filings,acadian-japanese-equity-fund,filer
2,105745,Tioga Technologies Ltd,TIGA ,tiga-delisted,stock
2,106550,"DIALECTIC ANTITHESIS OFFSHORE, LTD.",No 13F filings,dialectic-antithesis-offshore-ltd,filer
2,106648,SANDLER ASSOCIATES,No 13F filings,sandler-associates,filer
2,106663,SCOPIA PX INTERNATIONAL LTD,No 13F filings,scopia-px-international-ltd,filer
2,107327,RAMIUS ALTERNATIVE SOLUTIONS LLC,No 13F filings,ramius-alternative-solutions-llc,filer
2,107908,"VISIUM GLOBAL FUND, LP",No 13F filings,visium-global-fund-lp,filer
2,108322,TREMBLANT CONCENTRATED FUND LTD.,No 13F filings,tremblant-concentrated-fund-ltd,filer
2,109615,MOAB PARTNERS OFFSHORE LTD,No 13F filings,moab-partners-offshore-ltd,filer
2,1113,Fortress Investment Group LLC,Last 13F Filed on 2015-09-30,fortress-investment-group-llc,filer
2,111576,ZWEIG DIMENNA INTERNATIONAL LTD,No 13F filings,zweig-dimenna-international-ltd,filer
2,112341,Canyon Bancorp,CYBA.OB ,cyba-2,stock
2,112577,Deutsche Bank AG London Branch PowerShares DB Japanese Govt Bond Futures ETN due 3/31/2021,JGBL ,jgbl,stock
2,112699,SOUTHPAW CREDIT OPPORTUNITY PARTNERS L P,No 13F filings,southpaw-credit-opportunity-partners-l-p,filer
2,113237,CSE ANCHORAGE LLC,No 13F filings,cse-anchorage-llc,filer
2,114553,TACONIC CAPITAL PARTNERS LP,No 13F filings,taconic-capital-partners-lp,filer
2,11473,VERTICALNET INC,No 13F filings,verticalnet-inc,filer
2,114828,COMMONWEALTH ASSOCIATES,No 13F filings,commonwealth-associates,filer
2,115316,"MKP OPPORTUNITY OFFSHORE, LTD.",No 13F filings,mkp-opportunity-offshore-ltd,filer
2,115441,BREVET CAPITAL SPECIAL OPPORTUNITIES FUND III LTD.,No 13F filings,brevet-capital-special-opportunities-fund-iii-ltd,filer
2,115637,POLYGON MANAGEMENT LTD.,Last 13F Filed on 2015-09-30,polygon-management-ltd,filer
2,116465,HALCYON PARTNERS LP,No 13F filings,halcyon-partners-lp,filer
2,116501,"ORBIMED PARTNERS II, L.P.",No 13F filings,caduceus-capital-ii-l-p,filer
2,116755,GLENVIEW INSTITUTIONAL PARTNERS L P,No 13F filings,glenview-institutional-partners-l-p,filer
2,117332,"GOLDENTREE PARTNERS, L.P.",No 13F filings,goldentree-partners-l-p,filer
2,117810,V2V SECURITIES LLC,No 13F filings,shelter-bay-securities-llc,filer
2,117817,EJF DISTRESSED FUND LP,No 13F filings,ejf-distressed-fund-lp,filer
2,117975,SANBORN LISA A,No 13F filings,sanborn-lisa-a,filer
2,118307,PENTWATER EVENT FUND LLC,No 13F filings,pentwater-event-fund-llc,filer
2,119401,NINER RICHARD T,No 13F filings,niner-richard-t,filer
2,120576,MARATHON GROUP,PDPR ,pdpr-3,stock
2,121011,TALISMAN PARTNERS LLC,No 13F filings,talisman-partners-llc,filer
2,124369,ZAIST ROBERT W,No 13F filings,zaist-robert-w,filer
2,124392,CARLSON THOMAS J,No 13F filings,carlson-thomas-j,filer
2,12679,Northern Propert,NPRUF ,npruf,stock
2,126952,HILDENE OPPORTUNITIES OFFSHORE FUND LTD,No 13F filings,hildene-opportunities-offshore-fund-ltd,filer
2,128023,STRUCTURED SERVICING HOLDINGS LP,No 13F filings,structured-servicing-holdings-lp,filer
2,12916,RAM Energy Resources Inc Warrant,RAMEW ,ramew,stock
2,129988,Merchants Bancorp ,MBNC.OB ,mbnc-2,stock
2,131097,DUET Group,DUETF.PK ,duetf-2,stock
2,13115,Accuhealth Inc ,AHLHQ ,ahlhq,stock
2,13370,ProShares UltraShrt MSCI Japan ProShares ETF,EWV ,ewv,stock
2,133952,MONEDA CHILE FUND LIMITED ORDINARY,MDCHF ,mdchf,stock
2,134521,"WATERSHED FUND, LP",No 13F filings,watershed-fund-lp,filer
2,134595,PC Mall Inc ,PCMI ,pcmi,stock
2,135246,"PHILEO EMERALD FUND, LP",No 13F filings,phileo-emerald-fund-lp,filer
2,138737,WHITEBOX MUTUAL FUNDS,No 13F filings,whitebox-mutual-funds,filer
2,139891,FIRST INDEPENDENCE,FFSL ,ffsl-2,stock
2,140874,"BALYASNY DEDICATED INVESTOR ONSHORE FUND, L. P.",No 13F filings,balyasny-dedicated-investor-onshore-fund-l-p,filer
2,14136,TIGER GEORGE,No 13F filings,tiger-george,filer
2,14141,Voya International,IID ,iid,stock
2,141535,Converted Organics,COIND ,coind-renamed,stock
2,142165,ARCHVIEW OFFSHORE FUND LTD.,No 13F filings,archview-offshore-fund-ltd,filer
2,1433,"HUSSMAN STRATEGIC ADVISORS, INC.",Last 13F Filed on 2015-09-30,hussman-econometrics-advisors-inc,filer
2,145644,DYAL OFFSHORE INVESTORS LP,No 13F filings,dyal-offshore-investors-lp,filer
2,1461,CBRE CLARION SECURITIES LLC,Last 13F Filed on 2015-09-30,ing-clarion-real-estate-securities-n-l-p,filer
2,146229,ECLECTICA FUND LP,No 13F filings,eclectica-fund-lp,filer
2,146640,COREY BRIAN F,No 13F filings,corey-brian-f,filer
2,147534,PETERSEN ALDO,No 13F filings,petersen-aldo,filer
2,153953,"FULCRUM MANAGED FUTURES, LP",No 13F filings,fulcrum-managed-futures-lp,filer
2,154082,AdvisorShares Newfleet Multi - Sector Income ETF,MINC ,minc,stock
2,1540,HARVEST CAPITAL STRATEGIES LLC,Last 13F Filed on 2015-09-30,jmp-asset-management-llc,filer
2,156300,JAMESON PIPER P,No 13F filings,jameson-piper-p,filer
2,156486,"GLENHILL CAPITAL ADVISORS, LLC",No 13F filings,glenhill-capital-advisors-llc,filer
2,15962,GREYWOLF CAPITAL OVERSEAS FUND,No 13F filings,greywolf-capital-overseas-fund,filer
2,160993,"CALYPSO OVERSEAS, LTD.",No 13F filings,calypso-overseas-ltd,filer
2,161341,COMAC GLOBAL MACRO FUND LTD,No 13F filings,comac-global-macro-fund-ltd,filer
2,162984,TARHEEL BILLBOARD INC COM STK,THEE ,thee,stock
2,163781,Triangle Corp,No 13F filings,triangle-corp,filer
2,165133,PROSIRIS GLOBAL OPPORTUNITIES FUND LLC,No 13F filings,investcorp-prosiris-opportunities-fund-llc,filer
2,165705,"ROTELLA CAPITAL MANAGEMENT, INC.",Last 13F Filed on 2015-09-30,rotella-capital-management-inc,filer
2,166291,"BAYVIEW FUND ACQUISITIONS, LLC",No 13F filings,bayview-fund-acquisitions-llc,filer
2,166342,MMX MINERACAO E METALICOS S A NEW,MMXMD ,mmxmd,stock
2,166376,PT ELANG MAHKOTA TEKNOLOGI TBK,PEMKY ,pemky,stock
2,167172,OPUS BANK,OPB ,opb,stock
2,167539,BAYSHORE PETE CORP COMMON SHARES,BHROF ,bhrof,stock
2,168539,Seamless Technology Inc,SLSX ,slsx,stock
2,171427,TRENDPOINTERS LLC,No 13F filings,trendpointers-llc,filer
2,171737,SOLUS RECOVERY FUND LP,No 13F filings,solus-recovery-fund-lp,filer
2,171873,QUATTLEBAUM C GLYNN,No 13F filings,quattlebaum-c-glynn,filer
2,172879,Western Capital,WCRSD ,wcrsd,stock
2,172958,HERSCHKOWITZ SAMUEL,No 13F filings,herschkowitz-samuel,filer
2,173808,Monarchy Resourc,MONKD ,monk-5,stock
2,174290,"CELLOMICS TECHNOLOGY,LLC",No 13F filings,cellomics-technologyllc,filer
2,175848,INVESTCORP BALANCED FUND LTD,No 13F filings,investcorp-balanced-fund-ltd,filer
2,176650,Dunn Steve P.,No 13F filings,dunn-steve-p,filer
2,176789,"LITESPEED MASTER FUND, LTD.",No 13F filings,litespeed-master-fund-ltd,filer
2,18283,NFINANSE INC.,No 13F filings,nfinanse-inc,filer
2,183541,"PYRRHO GLOBAL EVENT DRIVEN OFFSHORE FUND, LTD.",No 13F filings,pyrrho-global-event-driven-offshore-fund-ltd,filer
2,183710,Hutchinson Michael G,No 13F filings,hutchinson-michael-g,filer
2,187655,"AXONIC RESIDENTIAL ASSETS FUND I, L.P.",No 13F filings,axonic-residential-assets-fund-i-lp,filer
2,188414,"KERRISDALE PARTNERS OFFSHORE, LTD.",No 13F filings,kerrisdale-partners-offshore-ltd,filer
2,192855,TOTAL RETURN INVESTMENT COMPANY PLC ORD 5P,ASIAN ,asian,stock
2,193357,LAND SECURITIES GROUP PLC ORD 10P,LAND ,land-2,stock
2,195978,FT 4001,No 13F filings,ft-4001,filer
2,197244,"ROARING FORK CLUB, LLC",No 13F filings,roaring-fork-club-llc,filer
2,198854,"GOTHAM GREENS HOLDINGS, LLC",No 13F filings,gotham-greens-holdings-llc,filer
2,199622,VECTOR Ltd,No 13F filings,vector-limitedadr,filer
2,201123,BENEFIT STREET PARTNERS LLC,No 13F filings,benefit-street-partners-llc,filer
2,201362,"WATERFALL ASSET MANAGEMENT, LLC",No 13F filings,waterfall-asset-management-llc,filer
2,20155,SCHREUDER JANA R,No 13F filings,schreuder-jana-r,filer
2,203222,MERION CAPITAL OFFSHORE LP,No 13F filings,merion-capital-offshore-lp,filer
2,203925,GLAZER PAUL J,No 13F filings,glazer-paul-j,filer
2,204318,PHOENIX CORP,No 13F filings,phoenix-corp,filer
2,20531,PAULSON THOMAS,No 13F filings,paulson-thomas,filer
2,205658,"CLARION INVESTORS II, LP",No 13F filings,clarion-investors-ii-lp,filer
2,207309,TILDENROW PARTNERS LP,No 13F filings,tildenrow-partners-lp,filer
2,207892,"ALTUM CREDIT EUROPEAN FUND, L.P.",No 13F filings,altum-credit-european-fund-lp,filer
2,208212,"BOWERY CAPITAL I, L.P.",No 13F filings,bowery-capital-i-lp,filer
2,208228,SANDELL INVESTMENT SERVICES LLC,Last 13F Filed on 2015-09-30,sandell-investment-services-llc,filer
2,210970,PILLARISETTY SIVA,No 13F filings,pillarisetty-siva,filer
2,2161,PARALLAX FUND LP,Last 13F Filed on 2008-06-30,parallax-fund-lp,filer
2,216270,KAYNE FRED,No 13F filings,kayne-fred,filer
2,217617,GUGGENHEIM DON,No 13F filings,guggenheim-don,filer
2,222426,"K. Hovnanian at Muirfield, LLC",No 13F filings,k-hovnanian-at-muirfield-llc,filer
2,223209,CUMULUS ENERGY FUND,No 13F filings,cumulus-energy-fund,filer
2,225084,LIZARD INTERNATIONAL FUND (CAYMAN) LTD.,No 13F filings,lizard-international-fund-cayman-ltd,filer
2,225650,GAZEBO ALPHAONE FUND LP,No 13F filings,gazebo-alphaone-fund-lp,filer
2,227406,OMEGAGENESIS CORP,No 13F filings,omegagenesis-corp,filer
2,227835,SPECIALIZED VASCULAR TECHNOLOGIES INC,No 13F filings,specialized-vascular-technologies-inc,filer
2,234042,"JCR CAPITAL DISTRESSED & OPPORTUNISTIC REAL ESTATE I, L.P.",No 13F filings,jcr-capital-distressed-opportunistic-real-estate-i-lp,filer
2,235117,CAPULA GLOBAL RELATIVE VALUE FUND LTD,No 13F filings,capula-global-relative-value-fund-ltd,filer
2,238833,"SPRINGSTONE, INC.",No 13F filings,springstone-inc,filer
2,244161,"TRY BITCOIN, INC.",No 13F filings,try-bitcoin-inc,filer
2,24600,WEBB WELLINGTON E,No 13F filings,webb-wellington-e,filer
2,246657,"PRAIRIE PREMIUM OIL, LLC",No 13F filings,prairie-premium-oil-llc,filer
2,246852,"CLAROS REAL ESTATE SECURITIES FUND II, LTD.",No 13F filings,claros-real-estate-securities-fund-ii-ltd,filer
2,250470,"PASSPORTPARKING, INC.",No 13F filings,passportparking-inc,filer
2,25174,CRESCENDO IV LP,No 13F filings,crescendo-iv-lp,filer
2,25215,FOREMAN ANNE N,No 13F filings,foreman-anne-n,filer
2,252215,"TYRIAN GLOBAL OPPORTUNITIES OFFSHORE, LTD.",No 13F filings,tyrian-global-opportunities-offshore-ltd,filer
2,252458,"CEDARVIEW LIQUID SHORT DURATION, L.P.",No 13F filings,cedarview-liquid-short-duration-lp,filer
2,254753,"ECOR1 CAPITAL FUND QUALIFIED, L.P.",No 13F filings,ecor1-capital-fund-qualified-lp,filer
2,255915,NORTHLIGHT REAL ESTATE OPPORTUNITY FUND I L.P.,No 13F filings,northlight-real-estate-opportunity-fund-i-lp,filer
2,256307,"QFR CAPITAL MANAGEMENT, L.P.",Last 13F Filed on 2015-09-30,qfr-capital-management-lp,filer
2,26154,PRICE LINDEN H,No 13F filings,price-linden-h,filer
2,262896,COUNTERPOINT ASIAN MACRO FUND,No 13F filings,counterpoint-asian-macro-fund,filer
2,263152,"MUDRICK DISTRESSED OPPORTUNITY FUND OFFSHORE, LTD.",No 13F filings,mudrick-distressed-opportunity-fund-offshore-ltd,filer
2,2647,FirstEnergy Corp ,FE ,fe,stock
2,266231,DARSANA OVERSEAS FUND LTD.,No 13F filings,darsana-overseas-fund-ltd,filer
2,266,Physicians Formula Holdings Inc,FACE ,face,stock
2,271822,"VARDE MANAGEMENT, L.P.",Last 13F Filed on 2015-09-30,varde-management-lp,filer
2,274134,JHL SKYLANDER FUND LTD.,No 13F filings,jhl-skylander-fund-ltd,filer
2,274253,"MAGNOLIA CAPITAL FUND, LP",No 13F filings,magnolia-capital-fund-lp,filer
2,2754,Reynolds American Inc ,RAI ,rai,stock
2,279428,CAIRNS MARK,No 13F filings,cairns-mark,filer
2,279525,MIDOCEAN PARTNERS III-A L P,No 13F filings,midocean-partners-iii-a-l-p,filer
2,27959,BEACH WILLIAM G,No 13F filings,beach-william-g,filer
2,282191,"PHASE2BODY, INC.",No 13F filings,phase2body-inc,filer
2,282544,TUDOR BRENDA S,No 13F filings,tudor-brenda-s,filer
2,284743,"VARADERO ALTERNATIVE FIXED INCOME FUND, L.P.",No 13F filings,varadero-alternative-fixed-income-fund-lp,filer
2,285222,ALCENTRA INVESTMENTS LTD,No 13F filings,alcentra-investments-ltd,filer
2,286361,MARKET ON MARKET LLC,No 13F filings,market-on-market-llc,filer
2,287609,SEERFLIX INC.,No 13F filings,seerflix-inc,filer
2,292262,PENSATO EUROPEAN EQUITY FUND LTD,No 13F filings,pensato-european-equity-fund-ltd,filer
2,295243,NEWBROOK LONG FUND LP,No 13F filings,newbrook-long-fund-lp,filer
2,29657,ORCHARD RICHARD W,No 13F filings,orchard-richard-w,filer
2,297596,UNICOM CAPITAL LLC,Last 13F Filed on 2015-09-30,unicom-capital-llc,filer
2,299686,CHILTON ANTON,No 13F filings,chilton-anton,filer
2,302817,ARROWPOINT SPECIALTY FINANCE LLC,No 13F filings,arrowpoint-specialty-finance-llc,filer
2,306959,CIFC LLC,No 13F filings,cifc-llc,filer
2,31362,GOLDMAN KENNETH A,No 13F filings,goldman-kenneth-a,filer
2,3162,WESTPORT ASSET MANAGEMENT INC,Last 13F Filed on 2015-09-30,westport-asset-management-inc,filer
2,31852,Fanning Quinn P,No 13F filings,fanning-quinn-p,filer
2,3533,Chesapeake Energy Corp ,CHK ,chk,stock
2,3658,Rowan Companies Plc,RDC ,rdc,stock
2,36637,NEUBERGER YEHUDA,No 13F filings,neuberger-yehuda,filer
2,37455,LEE OLDEN C,No 13F filings,lee-olden-c,filer
2,3781,GlaxoSmithKline Plc ADR,GSK ,gsk,stock
2,39281,BROOKFIELD ASSET MANAGEMENT INC.,Last 13F Filed on 2015-09-30,brookfield-asset-management-inc,filer
2,4084,Wolverine World Wide Inc ,WWW ,www,stock
2,41330,WEISS MICHAEL S,No 13F filings,weiss-michael-s,filer
2,41541,SANFILIPPO JASPER B,No 13F filings,sanfilippo-jasper-b,filer
2,4187,ALDEN JOHN W,No 13F filings,alden-john-w,filer
2,44523,ORBIS INVESTMENT MANAGEMENT LTD,No 13F filings,orbis-investment-management-ltd,filer
2,4453,Grossack Marshall J,No 13F filings,grossack-marshall-j,filer
2,45684,Universal Capital,MLFB ,ucmt,stock
2,45931,Lightwave Logic Inc ,LWLG ,lwlg,stock
2,46160,Henderson Ralph,No 13F filings,henderson-ralph,filer
2,46300,"X-MASTER, INC.",No 13F filings,x-master-inc,filer
2,46329,Allianz SE,AZM ,azm,stock
2,48962,Shah Jatin,No 13F filings,shah-jatin,filer
2,492,ParkerVision Inc ,PRKR ,prkr,stock
2,51340,HAINES JOHN J,No 13F filings,haines-john-j,filer
2,57286,GREATHOUSE STEPHEN J.,No 13F filings,greathouse-stephen-j,filer
2,57820,SKYBRIDGE WIRELESS INC,SKGO ,skgo,stock
2,61966,HIGHBRIDGE INTERNATIONAL LLC,No 13F filings,highbridge-international-llc,filer
2,66283,LUFKIN ROBERT,No 13F filings,lufkin-robert,filer
2,69727,"PANORAMA CAPITAL, L.P.",No 13F filings,panorama-capital-l-p,filer
2,69772,BERGENHEM NILS,No 13F filings,bergenhem-nils,filer
2,73534,PROVIDENCE EQUITY PARTNERS L.L.C.,Last 13F Filed on 2015-09-30,providence-equity-partners-l-l-c,filer
2,73984,BOSTON BYRON L,No 13F filings,boston-byron-l,filer
2,74040,YORKE JUSTIN W,No 13F filings,yorke-justin-w,filer
2,74187,PARKER GEOFFREY M.,No 13F filings,parker-geoffrey-m,filer
2,7446,PIMCO High Income Fund,PHK ,phk,stock
2,79806,CQS (UK) LLP,No 13F filings,cqs-uk-llp,filer
2,81203,STARBOARD INVESTMENT TRUST,No 13F filings,starboard-investment-trust,filer
2,82313,BLACKROCK FUNDS,No 13F filings,blackrock-funds,filer
2,86230,"STARWOOD PROPERTY TRUST, INC.",No 13F filings,starwood-property-trust-inc,filer
2,8657,BOSTON AVENUE CAPITAL LLC,No 13F filings,boston-avenue-capital,filer
2,86663,RESERVOIR CAPITAL CORP,No 13F filings,reservoir-capital-corp,filer
2,88801,Columbia Core Bond Strategy Fund,GMTB ,gmtb,stock
2,90323,KLS ENVIRO RESOURCES INC,KLSE ,klse,stock
2,9075,Monroe Bancorp,MROE ,mroe,stock
2,90823,GOLUB STEVEN J,No 13F filings,golub-steven-j-2,filer
2,91467,GRATIA PLENA PARTNERS L P,No 13F filings,gratia-plena-partners-l-p,filer
2,91992,Linamar Corp,LIMAF ,limaf,stock
2,92785,"ROUNDPEGG, INC.",No 13F filings,roundpegg-inc,filer
2,9427,Central Valley Community Bancorp,CVCY ,cvcy,stock
2,94333,NOMURA SECURITIES INTERNATIONAL INC,Last 13F Filed on 2001-03-31,nomura-securities-international-inc,filer
2,943,ELLINGTON MANAGEMENT GROUP LLC,Last 13F Filed on 2015-09-30,ellington-management-group-llc,filer
